# z	Sxx	Sxy	Sxz	Syx	Syy	Syz	Szx	Szy	Szz
-3.888322899291127399e+00 6.239675404139475035e+01 -4.075988029743160155e+02 2.297406050635968597e+02 -4.075988029743150491e+02 -9.713880802583496177e+01 4.845288158982361182e+01 2.297406050635971724e+02 4.845288158982380367e+01 9.585113339351087802e+01
-3.838069105256086466e+00 7.628520006579392998e+01 -4.053507089142818813e+02 2.341208018617470827e+02 -4.053507089142808582e+02 -9.599776795104291693e+01 4.778443804768041048e+01 2.341208018617472817e+02 4.778443804768063785e+01 9.065419235690652044e+01
-3.787815311221046422e+00 1.021551368947588259e+02 -4.002872861043271087e+02 2.415885101320502599e+02 -4.002872861043260855e+02 -9.398887641509591617e+01 4.669822771864611610e+01 2.415885101320504305e+02 4.669822771864643585e+01 8.059664277543144806e+01
-3.737561517186005489e+00 1.365884993239876906e+02 -3.915550261626537463e+02 2.499416339911105069e+02 -3.915550261626528936e+02 -9.182712212820113962e+01 4.561321748954807020e+01 2.499416339911106206e+02 4.561321748954849653e+01 6.626686510227384019e+01
-3.693653861575482367e+00 1.749893334317257541e+02 -3.784926312698020183e+02 2.566582507917565863e+02 -3.784926312698011088e+02 -9.057719244025416572e+01 4.496620283035296239e+01 2.566582507917565863e+02 4.496620283035351662e+01 4.838848087564603873e+01
-3.643400067540442322e+00 2.124458679513545292e+02 -3.610318185101365316e+02 2.595051691776250209e+02 -3.610318185101357358e+02 -9.171064031635950187e+01 4.506054098959739918e+01 2.595051691776249640e+02 4.506054098959807419e+01 2.772061114636352386e+01
-3.593146273505401389e+00 2.442231599191556484e+02 -3.398458343005152074e+02 2.569541848690111010e+02 -3.398458343005144116e+02 -9.703882865424472470e+01 4.597329013180035417e+01 2.569541848690109305e+02 4.597329013180112156e+01 4.997608138164467917e+00
-3.542892479470360900e+00 2.662671717439552594e+02 -3.162832190927985039e+02 2.483157598667443153e+02 -3.162832190927977081e+02 -1.085445668898081095e+02 4.754746504536673513e+01 2.483157598667440880e+02 4.754746504536758067e+01 -1.904400918407044685e+01
-3.492638685435320411e+00 2.758548126973285548e+02 -2.921340543241585692e+02 2.336474603844144440e+02 -2.921340543241578871e+02 -1.277552677869527429e+02 4.943117764853565177e+01 2.336474603844140461e+02 4.943117764853649021e+01 -4.359199685945807801e+01
-3.442384891400279479e+00 2.715246196035413959e+02 -2.692069509058226231e+02 2.135537957487379117e+02 -2.692069509058219978e+02 -1.555323696361318753e+02 5.115523493632470320e+01 2.135537957487374285e+02 5.115523493632552032e+01 -6.772748005674247906e+01
-3.392131097365239434e+00 2.533504242111463896e+02 -2.491464445706457695e+02 1.889617495002589180e+02 -2.491464445706450874e+02 -1.911492830444357764e+02 5.223339713663582273e+01 1.889617495002583496e+02 5.223339713663654749e+01 -9.044791581706284944e+01
-3.341877303330198501e+00 2.226501043593414124e+02 -2.330755768356262081e+02 1.609859555679686309e+02 -2.330755768356255260e+02 -2.324346941216241476e+02 5.223968448096376704e+01 1.609859555679679772e+02 5.223968448096437811e+01 -1.107679423987098772e+02
-3.291623509295158012e+00 1.815474623693373815e+02 -2.215398310323789701e+02 1.308497930979440582e+02 -2.215398310323782880e+02 -2.758039247188146987e+02 5.088742399929921589e+01 1.308497930979433477e+02 5.088742399929967775e+01 -1.278656992415532443e+02
