# z	Sxx	Sxy	Sxz	Syx	Syy	Syz	Szx	Szy	Szz
-4.192629552071528209e+00 -7.018207741624406708e+02 -4.807167852891390112e+02 -2.009849292752035126e+02 -4.807167852891381017e+02 -6.064847853402709461e+02 2.235727235118343970e+02 -2.009849292752037968e+02 2.235727235118330327e+02 -6.482599280688717158e+01
-4.140704357650005107e+00 -7.012475555993935359e+02 -4.668793090644633139e+02 -1.902629369572965743e+02 -4.668793090644625181e+02 -6.072103947243865605e+02 2.121366198346364058e+02 -1.902629369572968017e+02 2.121366198346350416e+02 -6.891451022118324943e+01
-4.088779163228482005e+00 -6.975318051348067456e+02 -4.412736567235330085e+02 -1.706632646268374458e+02 -4.412736567235323264e+02 -6.054136136576059926e+02 1.907352655978275493e+02 -1.706632646268375311e+02 1.907352655978263272e+02 -7.585244933529587286e+01
-4.036853968806958903e+00 -6.862038408379833072e+02 -4.076659190804246009e+02 -1.454566945063903631e+02 -4.076659190804238051e+02 -5.954146976198119319e+02 1.620119543960013004e+02 -1.454566945063902779e+02 1.620119543960001636e+02 -8.350342429893927942e+01
-3.984928774385434913e+00 -6.627937379323080904e+02 -3.704988962760787103e+02 -1.185903283441991789e+02 -3.704988962760780282e+02 -5.712856025998767109e+02 1.292491088340937040e+02 -1.185903283441989657e+02 1.292491088340927092e+02 -8.938487276542615234e+01
-3.933003579963911811e+00 -6.240830549793150794e+02 -3.341946650440220310e+02 -9.385374823258565868e+01 -3.341946650440214626e+02 -5.282786012321985254e+02 9.575689476558090973e+01 -9.385374823258531762e+01 9.575689476558004287e+01 -9.128968265766982881e+01
-3.881078385542388709e+00 -5.693884076637424414e+02 -3.023959568366367989e+02 -7.414420311114339768e+01 -3.023959568366362873e+02 -4.641950352799159418e+02 6.433297301558022241e+01 -7.414420311114294293e+01 6.433297301557951187e+01 -8.778799794977200577e+01
-3.829153191120865607e+00 -5.010413832097354430e+02 -2.776073544938710711e+02 -6.101116247152873484e+01 -2.776073544938706732e+02 -3.804351880456787853e+02 3.687359787997085192e+01 -6.101116247152824457e+01 3.687359787997024796e+01 -7.848260565808084266e+01
-3.777227996699342505e+00 -4.234955476250360675e+02 -2.610068016616147020e+02 -5.455193814739958214e+01 -2.610068016616144178e+02 -2.810293556548659808e+02 1.422030300265964442e+01 -5.455193814739914160e+01 1.422030300265917901e+01 -6.396063307498910433e+01
-3.712651401138909790e+00 -3.426021445142847597e+02 -2.524867786432730270e+02 -5.365477297277617197e+01 -2.524867786432727996e+02 -1.728162178479444151e+02 -3.803209153227125938e+00 -5.365477297277579538e+01 -3.803209153227475880e+00 -4.548603543573563002e+01
