# z	Sxx	Sxy	Sxz	Syx	Syy	Syz	Szx	Szy	Szz
-4.829960377649826775e+00 2.085590869557901215e+02 -1.738468823354631354e+01 6.541770012958124880e+01 -1.738468823354564208e+01 -1.644041728956678696e+02 1.430802562955728945e+02 6.541770012958195935e+01 1.430802562955733208e+02 -2.441904665787557605e-01
-4.774928375213376874e+00 1.961135502444948884e+02 -1.929524569265716138e+01 6.469044198918405186e+01 -1.929524569265656453e+01 -1.596001595269826510e+02 1.406247200141592089e+02 6.469044198918473398e+01 1.406247200141596352e+02 -2.520256302277017468e+00
-4.719896372776925197e+00 1.740260877462378062e+02 -2.291682239876901406e+01 6.320326625894024630e+01 -2.291682239876854510e+01 -1.514733555137039787e+02 1.361899758614790130e+02 6.320326625894087158e+01 1.361899758614795246e+02 -6.167162252543171519e+00
-4.664864370340475297e+00 1.472212656865218037e+02 -2.789508938974543639e+01 6.096811170460840401e+01 -2.789508938974508112e+01 -1.426004264549382867e+02 1.305945961556652719e+02 6.096811170460890139e+01 1.305945961556658403e+02 -9.620368596287244500e+00
-4.609832367904025396e+00 1.212648037435060075e+02 -3.384485815497339445e+01 5.813149662116030925e+01 -3.384485815497319550e+01 -1.356887917794755083e+02 1.247958107776563708e+02 5.813149662116067873e+01 1.247958107776570671e+02 -1.104899230195394999e+01
-4.554800365467573720e+00 1.010210156216865016e+02 -4.039969359453000664e+01 5.498126745735540055e+01 -4.039969359452993558e+01 -1.327255907256716227e+02 1.196811398685243830e+02 5.498126745735560661e+01 1.196811398685251220e+02 -8.854386967409123343e+00
-4.499768363031123819e+00 8.930356394169486123e+01 -4.732546600609127552e+01 5.185063358546853607e+01 -4.732546600609134657e+01 -1.341915026850709012e+02 1.159019216095403237e+02 5.185063358546858581e+01 1.159019216095411480e+02 -2.105239376535548601e+00
-4.444736360594673918e+00 8.641046020269776307e+01 -5.452093122108684042e+01 4.894983840769913286e+01 -5.452093122108702516e+01 -1.385729046746655797e+02 1.138272397354765673e+02 4.894983840769901207e+01 1.138272397354774057e+02 9.174492776945839978e+00
-4.389704358158222242e+00 9.027515359870045586e+01 -6.191692281798240316e+01 4.622828308660857033e+01 -6.191692281798263764e+01 -1.426199274339060707e+02 1.135641289292379668e+02 4.622828308660830032e+01 1.135641289292387626e+02 2.396104431467582785e+01
-4.334672355721772341e+00 9.729587579568288902e+01 -6.940567403385756506e+01 4.336324695855686429e+01 -6.940567403385783507e+01 -1.419210482732829064e+02 1.150270953761434072e+02 4.336324695855645928e+01 1.150270953761442030e+02 4.042450536820058460e+01
