# z	Sxx	Sxy	Sxz	Syx	Syy	Syz	Szx	Szy	Szz
-4.822790274276253619e+00 3.675158670970799335e+02 8.431727866717729114e+00 9.602935946699402336e+01 8.431727866718823350e+00 3.606113218662869713e+02 8.647479548681444328e+01 9.602935946699558656e+01 8.647479548681410222e+01 -1.180612758306824190e+02
-4.767804530571246424e+00 3.554967800927321377e+02 1.231314495641301221e+01 9.523590066907829055e+01 1.231314495641409934e+01 3.562179410304247540e+02 8.441757271830256570e+01 9.523590066907981111e+01 8.441757271830223885e+01 -1.222115910406590302e+02
-4.712818786866237453e+00 3.331632714591420381e+02 1.982390605869223066e+01 9.317772866656852671e+01 1.982390605869325739e+01 3.477929091419039764e+02 8.055418489527778547e+01 9.317772866656996200e+01 8.055418489527744441e+01 -1.297412249067953383e+02
-4.657833043161230258e+00 3.035869315537767079e+02 3.044888878180510616e+01 8.911209368702637335e+01 3.044888878180602632e+01 3.362177917976401886e+02 7.530763310058654270e+01 8.911209368702769495e+01 7.530763310058621585e+01 -1.392469356835384531e+02
-4.602847299456221286e+00 2.706712825333269734e+02 4.342830742981396952e+01 8.236503864608400249e+01 4.342830742981476533e+01 3.225766238818205238e+02 6.914962043113132495e+01 8.236503864608518199e+01 6.914962043113099810e+01 -1.489334238279747353e+02
-4.547861555751214091e+00 2.383370959293541205e+02 5.779154671124550191e+01 7.265990961228479250e+01 5.779154671124615561e+01 3.079874896000259241e+02 6.248733208957288099e+01 7.265990961228582989e+01 6.248733208957255414e+01 -1.569451383944156930e+02
-4.492875812046205120e+00 2.100346706367951697e+02 7.252966499598629468e+01 6.031895241641868921e+01 7.252966499598676364e+01 2.930978437587464214e+02 5.560871528838978151e+01 6.031895241641956318e+01 5.560871528838950439e+01 -1.616974993293690090e+02
-4.437890068341197924e+00 1.883372761206948098e+02 8.680605794092542737e+01 4.626385240211136107e+01 8.680605794092581107e+01 2.777122567401465290e+02 4.868541484779493089e+01 4.626385240211206451e+01 4.868541484779467510e+01 -1.621666259773702166e+02
-4.382904324636188953e+00 1.746154494043470606e+02 1.000767394490699473e+02 3.183805634232301074e+01 1.000767394490701747e+02 2.605988911311178526e+02 4.183829862596406457e+01 3.183805634232354720e+01 4.183829862596383720e+01 -1.580651459022610936e+02
-4.327918580931181758e+00 1.692224881076257361e+02 1.123338531198934334e+02 1.849005230886761453e+01 1.123338531198935897e+02 2.396569688620545548e+02 3.521630961737403709e+01 1.849005230886800533e+01 3.521630961737384524e+01 -1.498684165390275496e+02
-4.272932837226172786e+00 1.713124415513043459e+02 1.238965403283461768e+02 7.443691945054336401e+00 1.238965403283462763e+02 2.125649599857069063e+02 2.902833674783552453e+01 7.443691945054577985e+00 2.902833674783538243e+01 -1.386455248442446759e+02
-4.217947093521164703e+00 1.792215292551534560e+02 1.353130342992336637e+02 -5.500459265845076828e-01 1.353130342992337773e+02 1.775937131141267287e+02 2.354453761226287867e+01 -5.500459265844206413e-01 2.354453761226277919e+01 -1.257460947109762515e+02
-4.162961349816156620e+00 1.906100537846975840e+02 1.469110212931944375e+02 -5.318324363502799024e+00 1.469110212931945796e+02 1.343760439672087159e+02 1.902206020326292446e+01 -5.318324363502881624e+00 1.902206020326287472e+01 -1.124105257139705998e+02
-4.107975606111148537e+00 2.026548665241286926e+02 1.585400252480712027e+02 -7.215397375464045027e+00 1.585400252480714016e+02 8.419568368569721883e+01 1.559284401720903013e+01 -7.215397375464295493e+00 1.559284401720903013e+01 -9.940008832720725707e+01
-4.052989862406140453e+00 2.124911414115195498e+02 1.694027902549414080e+02 -6.936040500815178866e+00 1.694027902549415785e+02 2.992533564716205774e+01 1.320520393756859434e+01 -6.936040500815593646e+00 1.320520393756862809e+01 -8.678262568400471366e+01
-3.998004118701132370e+00 2.174850545992233037e+02 1.780743429903714059e+02 -5.274237850523266324e+00 1.780743429903716049e+02 -2.448750373690884885e+01 1.161939151782181767e+01 -5.274237850523826765e+00 1.161939151782188873e+01 -7.392807561528198335e+01
-3.943018374996124287e+00 2.156709647149721718e+02 1.829559271443683315e+02 -2.893999443657862880e+00 1.829559271443685020e+02 -7.471755990268655978e+01 1.046085749523065722e+01 -2.893999443658525461e+00 1.046085749523076380e+01 -5.972714363588885078e+01
-3.888032631291116203e+00 2.060302623224462195e+02 1.826758979507339404e+02 -1.872144825225259268e-01 1.826758979507340541e+02 -1.167059790742043788e+02 9.343525077909864862e+00 -1.872144825232400223e-01 9.343525077910005194e+00 -4.294823100039126018e+01
-3.833046887586108120e+00 1.887394507492596176e+02 1.765209455520055712e+02 2.760471021425307647e+00 1.765209455520056281e+02 -1.471169620816120300e+02 7.977681338956321255e+00 2.760471021424597104e+00 7.977681338956488233e+00 -2.262740403411912382e+01
-3.778061143881100037e+00 1.651357930007355321e+02 1.647241105349229144e+02 6.099824279221477852e+00 1.647241105349228860e+02 -1.636891220735986394e+02 6.226130122838073433e+00 6.099824279220819712e+00 6.226130122838274161e+00 1.637367070973179572e+00
-3.711537700088046066e+00 1.375637706213889828e+02 1.484164911677540033e+02 1.007269838193596101e+01 1.484164911677539465e+02 -1.653490754782611987e+02 4.087458177802667514e+00 1.007269838193539258e+01 4.087458177802886894e+00 2.955151006615640696e+01
-3.656551956383037982e+00 1.090390500119236350e+02 1.295036685302252408e+02 1.485542140011275514e+01 1.295036685302251271e+02 -1.523094326778104630e+02 1.605238423330044739e+00 1.485542140011229151e+01 1.605238423330265007e+00 6.017814859686389184e+01
-3.601566212678029899e+00 8.258412032467407471e+01 1.101854464777850069e+02 2.043487146381436048e+01 1.101854464777848932e+02 -1.260959662895284055e+02 -1.230760378325532756e+00 2.043487146381399810e+01 -1.230760378325325810e+00 9.213351199200651820e+01
-3.546580468973021816e+00 6.092502627136207138e+01 9.259078194903020176e+01 2.655014971808862612e+01 9.259078194903011649e+01 -8.922632036645489961e+01 -4.525576882990980820e+00 2.655014971808836322e+01 -4.525576882990808514e+00 1.238683417459672569e+02
-3.491594725268013732e+00 4.570223460775930846e+01 7.842581651461077286e+01 3.271658157015288992e+01 7.842581651461075865e+01 -4.508151602383381373e+01 -8.470062583722613780e+00 3.271658157015269097e+01 -8.470062583722489435e+00 1.539483576245211793e+02
-3.436608981563005649e+00 3.716586919057864691e+01 6.860699430334562976e+01 3.832233094387885330e+01 6.860699430334571502e+01 2.567704535960459111e+00 -1.325000612619388107e+01 3.832233094387869698e+01 -1.325000612619381002e+01 1.812872176296197608e+02
-3.381623237857997566e+00 3.417421818377007270e+01 6.321589425115731586e+01 4.274834469986670626e+01 6.321589425115748639e+01 5.018255509605792497e+01 -1.892297756066508185e+01 4.274834469986656416e+01 -1.892297756066505698e+01 2.052823745122910282e+02
-3.326637494152989483e+00 3.408789486851574679e+01 6.138916912551708549e+01 4.546501995020584275e+01 6.138916912551735550e+01 9.454119543127931991e+01 -2.536152616313334462e+01 4.546501995020569353e+01 -2.536152616313334818e+01 2.258508084488543659e+02
-3.271651750447981399e+00 3.352248235625308581e+01 6.162184136240990995e+01 4.608945626037105114e+01 6.162184136241026522e+01 1.332880989424596692e+02 -3.227409156720899830e+01 4.608945626037089482e+01 -3.227409156720901962e+01 2.433298794871951145e+02
-3.216666006742973316e+00 2.904520422768768029e+01 6.195322391134109807e+01 4.440487484586052602e+01 6.195322391134153861e+01 1.648404956806959092e+02 -3.926789826653934767e+01 4.440487484586031997e+01 -3.926789826653935478e+01 2.582867741780039523e+02
-3.161680263037965233e+00 1.801504152370189615e+01 6.045656094012890236e+01 4.032548861353896541e+01 6.045656094012940684e+01 1.884764639416287082e+02 -4.594350503084462645e+01 4.032548861353873093e+01 -4.594350503084462645e+01 2.712835920003498700e+02
-3.106694519332957150e+00 -4.699988855821999323e-01 5.553746130347340682e+01 3.387228168216827129e+01 5.553746130347390420e+01 2.041201922266966449e+02 -5.193868985959299067e+01 3.387228168216800128e+01 -5.193868985959296936e+01 2.826616927254662528e+02
-3.051708775627949066e+00 -2.558037757980816451e+01 4.634188107046126959e+01 2.518815327525254588e+01 4.634188107046178118e+01 2.121993157448700345e+02 -5.694865599667792821e+01 2.518815327525225456e+01 -5.694865599667789269e+01 2.923874064733810201e+02
-2.996723031922940983e+00 -5.464285464659663205e+01 3.284392096590582355e+01 1.455654282776666264e+01 3.284392096590630672e+01 2.132425959547707066e+02 -6.066629867155906908e+01 1.455654282776636776e+01 -6.066629867155904776e+01 3.000447632742351516e+02
-2.941737288217932900e+00 -8.406598668553994003e+01 1.584790500373913602e+01 2.443260665122188868e+00 1.584790500373956590e+01 2.079125818146672202e+02 -6.272010762907629555e+01 2.443260665121903763e+00 -6.272010762907628845e+01 3.049555784039887953e+02
-2.886751544512924816e+00 -1.101322122832879700e+02 -3.271451250919039211e+00 -1.051343387660733875e+01 -3.271451250918666176e+00 1.968005777026574492e+02 -6.269534009490412529e+01 -1.051343387660759277e+01 -6.269534009490415372e+01 3.064114439483860792e+02
-2.831765800807916733e+00 -1.300535114300303974e+02 -2.286599246613464942e+01 -2.355548745414181155e+01 -2.286599246613433323e+01 1.804878061463850258e+02 -6.018318719627247049e+01 -2.355548745414201761e+01 -6.018318719627254865e+01 3.039216796132285481e+02
-2.776780057102908650e+00 -1.423664342429951262e+02 -4.147203177176747602e+01 -3.593127664391694509e+01 -4.147203177176722022e+01 1.599085625394246222e+02 -5.493072932001166464e+01 -3.593127664391709430e+01 -5.493072932001179964e+01 2.974034090015306333e+02
-2.721794313397900567e+00 -1.471846906461021263e+02 -5.802930074627270329e+01 -4.702876665416281554e+01 -5.802930074627248302e+01 1.365144489281349820e+02 -4.699410867228684197e+01 -4.702876665416292212e+01 -4.699410867228704092e+01 2.872777367416528591e+02
-2.666808569692892483e+00 -1.461076920672075801e+02 -7.199268802264124645e+01 -5.649373464387832655e+01 -7.199268802264103329e+01 1.123194524229149920e+02 -3.681777615933498993e+01 -5.649373464387839050e+01 -3.681777615933522441e+01 2.744022573353339567e+02
-2.611822825987884400e+00 -1.417528254677232553e+02 -8.344062438280280958e+01 -6.428305209254881447e+01 -8.344062438280259641e+01 8.985821584958155483e+01 -2.523591473596539458e+01 -6.428305209254884289e+01 -2.523591473596565038e+01 2.598691015105598581e+02
-2.556837082282876317e+00 -1.373885325022957318e+02 -9.283065289631119299e+01 -7.061585444319159421e+01 -9.283065289631093719e+01 7.142414731144044993e+01 -1.332700514704372452e+01 -7.061585444319159421e+01 -1.332700514704398387e+01 2.447561100372750786e+02
-2.501851338577868233e+00 -1.361888008374966432e+02 -1.009049827113866229e+02 -7.584117681618911888e+01 -1.009049827113862818e+02 5.877605531549303919e+01 -2.206726505013516970e+00 -7.584117681618911888e+01 -2.206726505013763884e+00 2.299060295917207952e+02
-2.446865594872860150e+00 -1.405727584840794577e+02 -1.083995168320345215e+02 -8.023427088389854589e+01 -1.083995168320341094e+02 5.246060888363885510e+01 7.205607183278323724e+00 -8.023427088389853168e+01 7.205607183278102568e+00 2.158248359947925223e+02
-2.391879851167852067e+00 -1.510442538383331339e+02 -1.158900522815963257e+02 -8.382252674808189852e+01 -1.158900522815958141e+02 5.183250922682744033e+01 1.434892523996373370e+01 -8.382252674808189852e+01 1.434892523996354541e+01 2.027567733923746403e+02
-2.336894107462843984e+00 -1.654879390701646003e+02 -1.234524896517958013e+02 -8.628097073416104479e+01 -1.234524896517952470e+02 5.538600326065045465e+01 1.904198367417866677e+01 -8.628097073416103058e+01 1.904198367417852111e+01 1.908740848417392044e+02
-2.281908363757835900e+00 -1.788485819080133581e+02 -1.304324726738419429e+02 -8.701699637767634954e+01 -1.304324726738412892e+02 6.129887200007269143e+01 2.140515299768987489e+01 -8.701699637767633533e+01 2.140515299768977542e+01 1.804710677288418310e+02
-2.226922620052827817e+00 -1.836804943279823874e+02 -1.353760623493552373e+02 -8.538023217456225211e+01 -1.353760623493546973e+02 6.832678991151193770e+01 2.169655542121650882e+01 -8.538023217456219527e+01 2.169655542121645198e+01 1.721020436209359161e+02
-2.171936876347819734e+00 -1.717987934029382870e+02 -1.360352498054449484e+02 -8.097713662390805212e+01 -1.360352498054443799e+02 7.629488838287669239e+01 2.016801362960689659e+01 -8.097713662390798106e+01 2.016801362960687882e+01 1.665445448084907980e+02
-2.116951132642811650e+00 -1.364557892430148343e+02 -1.300328892842618131e+02 -7.391793629645971464e+01 -1.300328892842613016e+02 8.626945405245179188e+01 1.701440238338143018e+01 -7.391793629645960095e+01 1.701440238338145505e+01 1.645770930995313961e+02
-2.061965388937803567e+00 -7.456277272165863224e+01 -1.153879138368264421e+02 -6.490818409386294263e+01 -1.153879138368259873e+02 1.003178268842261787e+02 1.240089097361168058e+01 -6.490818409386281473e+01 1.240089097361173387e+01 1.666730781872161629e+02
-2.006979645232795484e+00 1.226634126751959286e+01 -9.141671527387245533e+01 -5.509701101982117422e+01 -9.141671527387211427e+01 1.209554474078160808e+02 6.563969155090539687e+00 -5.509701101982099658e+01 6.563969155090614294e+00 1.727551330601909569e+02
-1.951993901527787401e+00 1.176287910608445770e+02 -5.922271150616894886e+01 -4.573786370319574957e+01 -5.922271150616869306e+01 1.502809430618313513e+02 -1.355668922473047822e-01 -4.573786370319555772e+01 -1.355668922472155202e-01 1.821284168857006591e+02
-1.897008157822779317e+00 2.317194730127896207e+02 -2.182580972996285595e+01 -3.777999322038848362e+01 -2.182580972996263569e+01 1.892175562804160336e+02 -7.223895153984946305e+00 -3.777999322038830599e+01 -7.223895153984853934e+00 1.936302062664363177e+02
-1.842022414117771234e+00 3.433900758396105743e+02 1.635835336226604397e+01 -3.153116724876801058e+01 1.635835336226620029e+01 2.368326816997916353e+02 -1.423814418441711283e+01 -3.153116724876785426e+01 -1.423814418441702934e+01 2.059509173282842482e+02
