# z	Sxx	Sxy	Sxz	Syx	Syy	Syz	Szx	Szy	Szz
-4.652602406432596815e+00 -3.522727288786228428e+02 -3.661156541545328480e+01 -5.088750448531015280e+01 -3.661156541545391718e+01 3.123513277221409794e+02 5.257343057712443368e+01 -5.088750448531049386e+01 5.257343057712440526e+01 2.186945966033115383e+02
-4.599060083314438607e+00 -3.474618922823851221e+02 -4.197474432152046120e+01 -4.715244859984007064e+01 -4.197474432152110069e+01 3.114501398249811359e+02 5.202578574768854480e+01 -4.715244859984034065e+01 5.202578574768848796e+01 2.200242892755345281e+02
-4.545517760196282175e+00 -3.365935479597707740e+02 -5.171491849574675115e+01 -3.950042243536771025e+01 -5.171491849574741195e+01 3.087599293947436081e+02 5.115619738582714149e+01 -3.950042243536791631e+01 5.115619738582701359e+01 2.228239835971041316e+02
-4.491975437078123967e+00 -3.176853190233816235e+02 -6.408946159468628423e+01 -2.782993096366968544e+01 -6.408946159468695214e+01 3.026931469247206223e+02 5.038770642870413496e+01 -2.782993096366976715e+01 5.038770642870392180e+01 2.272691616819381295e+02
-4.438433113959965759e+00 -2.887168792187101189e+02 -7.690224861567384096e+01 -1.249458761819664687e+01 -7.690224861567452308e+01 2.918570782939671631e+02 5.024507853875607566e+01 -1.249458761819660069e+01 5.024507853875577723e+01 2.334272184298804973e+02
-4.384890790841809327e+00 -2.485501286188693086e+02 -8.791712132893451326e+01 5.405781751862972939e+00 -8.791712132893520959e+01 2.756340130946333602e+02 5.121557790626302875e+01 5.405781751863173668e+00 5.121557790626261664e+01 2.411467303165603653e+02
-4.331348467723651119e+00 -1.976216874860284065e+02 -9.514158650301342846e+01 2.400969717743156906e+01 -9.514158650301413900e+01 2.549696655872494944e+02 5.358603132745438558e+01 2.400969717743192433e+01 5.358603132745386688e+01 2.500320318933655699e+02
-4.277806144605492911e+00 -1.381734401459052322e+02 -9.701638608518618412e+01 4.098290445453831410e+01 -9.701638608518686624e+01 2.323925311149308470e+02 5.725209260851440263e+01 4.098290445453881148e+01 5.725209260851378446e+01 2.595206857246343475e+02
-4.224263821487335591e+00 -7.428536688000140487e+01 -9.261382561966158278e+01 5.403523083589548293e+01 -9.261382561966223648e+01 2.118189293718601220e+02 6.161310847274910429e+01 5.403523083589609399e+01 6.161310847274841507e+01 2.690169462459540455e+02
-4.170721498369178271e+00 -1.106057761009893170e+01 -8.164735776206997286e+01 6.146319345805366652e+01 -8.164735776207059814e+01 1.975524277869870104e+02 6.558037068683454152e+01 6.146319345805438417e+01 6.558037068683383097e+01 2.780187845678400436e+02
-4.117179175251020062e+00 4.626359173625236565e+01 -6.452964446985151881e+01 6.251920593204916798e+01 -6.452964446985205882e+01 1.931170437155719242e+02 6.772343250369166867e+01 6.251920593204994248e+01 6.772343250369094392e+01 2.861916049347491935e+02
-4.063636852132862742e+00 9.343684612810729107e+01 -4.225900477858716187e+01 5.747992884323379315e+01 -4.225900477858763793e+01 2.001757899995319576e+02 6.653269750834763840e+01 5.747992884323458895e+01 6.653269750834689944e+01 2.933481863103462501e+02
-4.010094529014704534e+00 1.278428396169298225e+02 -1.632591462461358844e+01 4.742561154500288012e+01 -1.632591462461396503e+01 2.179723121266814587e+02 6.073181160840135817e+01 4.742561154500366172e+01 6.073181160840068316e+01 2.993899115971775586e+02
-3.956552205896547214e+00 1.491274322494826947e+02 1.151527093663344559e+01 3.383905200058966045e+01 1.151527093663313828e+01 2.435411638974358084e+02 4.956117879351211997e+01 3.383905200059037099e+01 4.956117879351151601e+01 3.042583389623025028e+02
-3.903009882778389894e+00 1.589085255411639537e+02 3.948927365654110133e+01 1.820773313042825947e+01 3.948927365654085264e+01 2.724540894374929962e+02 3.294947260864191207e+01 1.820773313042886699e+01 3.294947260864136496e+01 3.079478474172433380e+02
-3.849467559660231686e+00 1.603739688194626183e+02 6.594385453674291853e+01 1.750948459916217725e+00 6.594385453674270536e+01 3.002211817593706655e+02 1.154823707678375655e+01 1.750948459916696898e+00 1.154823707678330535e+01 3.105733898031114677e+02
-3.795925236542074366e+00 1.574534453761967256e+02 8.951061803969543007e+01 -1.466492555940168252e+01 8.951061803969521691e+01 3.234431049936365525e+02 -1.335829261231418386e+01 -1.466492555940135389e+01 -1.335829261231451426e+01 3.124539013603020976e+02
-3.721191456711958168e+00 1.540578235246403835e+02 1.091327858857221287e+02 -3.045393918512387188e+01 1.091327858857219724e+02 3.404026955807764239e+02 -4.004484556241148141e+01 -3.045393918512368003e+01 -4.004484556241168747e+01 3.141334083510786854e+02
-3.667649133593800848e+00 1.533386975448478324e+02 1.240332400512315587e+02 -4.520270516105885150e+01 1.240332400512313882e+02 3.512254695800647255e+02 -6.657815734177167144e+01 -4.520270516105880176e+01 -6.657815734177174249e+01 3.162941638239349231e+02
-3.614106810475643083e+00 1.573190879812200365e+02 1.336804846449610693e+02 -5.858826704275537622e+01 1.336804846449609272e+02 3.575146978467816439e+02 -9.105696856594792621e+01 -5.858826704275543307e+01 -9.105696856594784094e+01 3.195760770958508488e+02
-3.560564487357485319e+00 1.666901913946012712e+02 1.377710605996016966e+02 -7.035622366339438827e+01 1.377710605996015545e+02 3.613016872341119097e+02 -1.118270731175477266e+02 -7.035622366339453038e+01 -1.118270731175474708e+02 3.243607862493911398e+02
-3.507022164239327999e+00 1.809111706938633120e+02 1.362076753530298845e+02 -8.037056540412601180e+01 1.362076753530297424e+02 3.646572676527499652e+02 -1.276490917529364850e+02 -8.037056540412621075e+01 -1.276490917529360729e+02 3.306147054362695030e+02
-3.453479841121169791e+00 1.984481243855337311e+02 1.292066641613533875e+02 -8.865616692252822872e+01 1.292066641613532454e+02 3.690894393166029204e+02 -1.378245955788218851e+02 -8.865616692252845610e+01 -1.378245955788213450e+02 3.378607379011397143e+02
-3.399937518003012471e+00 2.171545115722253172e+02 1.172230917408039090e+02 -9.539438792931760247e+01 1.172230917408037811e+02 3.755609925203531247e+02 -1.422353528402629195e+02 -9.539438792931787248e+01 -1.422353528402622089e+02 3.452881227100850197e+02
-3.346395194884854707e+00 2.347432745677645016e+02 1.010957264726516627e+02 -1.008828360143446901e+02 1.010957264726515490e+02 3.845211733889937022e+02 -1.413009598383117975e+02 -1.008828360143449885e+02 -1.413009598383109733e+02 3.519726112420128175e+02
-3.292852871766696943e+00 2.491872673257569488e+02 8.195913513475400691e+01 -1.054665114395954646e+02 8.195913513475383638e+01 3.961431019681574526e+02 -1.358406262525759587e+02 -1.054665114395957630e+02 -1.358406262525750776e+02 3.571121708156998693e+02
-3.239310548648539623e+00 2.589620896523277906e+02 6.125544754369671097e+01 -1.094817804205947596e+02 6.125544754369650491e+01 4.100888801719826233e+02 -1.268907681778465104e+02 -1.094817804205951006e+02 -1.268907681778455299e+02 3.601942142752428708e+02
-3.185768225530381415e+00 2.632469227591760728e+02 4.057177195796026581e+01 -1.132279719093740056e+02 4.057177195795996028e+01 4.254725255242025241e+02 -1.155156306048577335e+02 -1.132279719093743893e+02 -1.155156306048567671e+02 3.610440273225258920e+02
-3.132225902412224094e+00 2.618453850474888895e+02 2.147066037438998620e+01 -1.169615296370765236e+02 2.147066037438958119e+01 4.404500274582858310e+02 -1.026584730361607711e+02 -1.169615296370769499e+02 -1.026584730361597906e+02 3.597721830034217305e+02
-3.078683579294066330e+00 2.548528113475901193e+02 5.216359858891923551e+00 -1.208927850143912508e+02 5.216359858891417289e+00 4.522355357415731874e+02 -8.904949489855565048e+01 -1.208927850143917055e+02 -8.904949489855474098e+01 3.566534922518580970e+02
-3.025141256175908566e+00 2.425214388156499012e+02 -7.436579717904884035e+00 -1.251677365479939681e+02 -7.436579717905477338e+00 4.572621587894322488e+02 -7.520696354159933605e+01 -1.251677365479944513e+02 -7.520696354159852604e+01 3.520262622975173485e+02
-2.971598933057751246e+00 2.249536654066121741e+02 -1.632870790445853260e+01 -1.298162048457677997e+02 -1.632870790445918630e+01 4.518267448476233881e+02 -6.146504222634939651e+01 -1.298162048457683113e+02 -6.146504222634869308e+01 3.462659240792618220e+02
-2.918056609939593038e+00 2.020628206845722161e+02 -2.187279828428258455e+01 -1.346952010419759915e+02 -2.187279828428324890e+01 4.328628820495854939e+02 -4.806403874154945299e+01 -1.346952010419765315e+02 -4.806403874154887745e+01 3.398095464605904681e+02
-2.864514286821435718e+00 1.736313144196899714e+02 -2.489479800115811514e+01 -1.394504317069965396e+02 -2.489479800115876174e+01 3.988491876280220367e+02 -3.523614723853394537e+01 -1.394504317069970796e+02 -3.523614723853349062e+01 3.332204002816504840e+02
-2.810971963703277954e+00 1.397249849191090334e+02 -2.626352672194046178e+01 -1.435245099829558342e+02 -2.626352672194101245e+01 3.503068048910735115e+02 -2.326890498097621673e+01 -1.435245099829563742e+02 -2.326890498097588633e+01 3.272039138493190649e+02
-2.757429640585120190e+00 1.009201559909168537e+02 -2.675259545962804708e+01 -1.461805994996319100e+02 -2.675259545962849472e+01 2.898987563927403244e+02 -1.252302003369229411e+01 -1.461805994996324216e+02 -1.252302003369205075e+01 3.225399767740370294e+02
-2.703887317466962870e+00 5.870025461870488215e+01 -2.667409949796253699e+01 -1.465791254784915054e+02 -2.667409949796284252e+01 2.221825296113655099e+02 -3.407436067957931414e+00 -1.465791254784919886e+02 -3.407436067957756443e+00 3.199392819953370690e+02
-2.650344994348804661e+00 1.561022017888321756e+01 -2.595010097309797459e+01 -1.438941280436695536e+02 -2.595010097309817354e+01 1.526341225235186130e+02 3.681005076200832171e+00 -1.438941280436700367e+02 3.681005076200966286e+00 3.198174965530830605e+02
-2.596802671230647341e+00 -2.495704182643775582e+01 -2.411122658604701030e+01 -1.374693489773635804e+02 -2.411122658604711688e+01 8.680360483754199663e+01 8.452789441995154363e+00 -1.374693489773640636e+02 8.452789441995269826e+00 3.220558152280655690e+02
-2.543260348112489577e+00 -5.900648005336071833e+01 -2.058990153092857511e+01 -1.269752486741489435e+02 -2.058990153092864261e+01 2.911676601808943587e+01 1.078044343902332791e+01 -1.269752486741494124e+02 1.078044343902344693e+01 3.258617856576603344e+02
-2.489718024994331813e+00 -8.260610482474622529e+01 -1.497771606837078906e+01 -1.125367175534922524e+02 -1.497771606837086011e+01 -1.755017297710644186e+01 1.074681325368468521e+01 -1.125367175534927213e+02 1.074681325368481843e+01 3.297600695929795620e+02
-2.436175701876174493e+00 -9.240888952634229270e+01 -7.262174698637796411e+00 -9.483764872539379098e+01 -7.262174698637927861e+00 -5.224047149116189814e+01 8.622767694577550657e+00 -9.483764872539424573e+01 8.622767694577705200e+00 3.317703194750159241e+02
-2.382633378758016285e+00 -8.642603789670491210e+01 1.934642981839376663e+00 -7.510941173988587138e+01 1.934642981839154618e+00 -7.557660071423688919e+01 4.839089199362072158e+00 -7.510941173988635455e+01 4.839089199362253346e+00 3.298083458396922651e+02
-2.329091055639858965e+00 -6.458075762335738546e+01 1.147004024975493053e+01 -5.501262370081499853e+01 1.147004024975456105e+01 -8.909460667559493174e+01 -4.902620274182653559e-02 -5.501262370081551012e+01 -4.902620274162921427e-02 3.221711234011044098e+02
-2.275548732521701201e+00 -2.888834167298110600e+01 1.973121487946385955e+01 -3.646271326510984068e+01 1.973121487946339059e+01 -9.447298076768420572e+01 -5.400457197199827419e+00 -3.646271326511036648e+01 -5.400457197199626691e+00 3.080686777709278772e+02
-2.222006409403543437e+00 1.681661777505697586e+01 2.517396431783314981e+01 -2.138451472810946541e+01 2.517396431783258492e+01 -9.283104719668919813e+01 -1.052987491097952955e+01 -2.138451472810999832e+01 -1.052987491097933415e+01 2.880226430209814339e+02
-2.168464086285386117e+00 6.769785658153683983e+01 2.662217603537140675e+01 -1.146126744052829594e+01 2.662217603537074240e+01 -8.430027212698126959e+01 -1.477072517939812180e+01 -1.146126744052880042e+01 -1.477072517939793528e+01 2.639735653607270933e+02
-2.114921763167227908e+00 1.193332190935417003e+02 2.363097640276788880e+01 -7.938142764838472587e+00 2.363097640276717826e+01 -6.774132733497026493e+01 -1.753455802031123767e+01 -7.938142764838946874e+00 -1.753455802031107424e+01 2.390939221918849853e+02
-2.061379440049070588e+00 1.688572401253928490e+02 1.666705386591783622e+01 -1.145442631668948508e+01 1.666705386591711147e+01 -4.118551838305025115e+01 -1.835664950618068403e+01 -1.145442631668989719e+01 -1.835664950618053126e+01 2.172617023985768014e+02
-2.007837116930912824e+00 2.158950509854913093e+02 6.858269729367144407e+00 -2.190538476936670165e+01 6.858269729366483602e+00 -2.183305554224988398e+00 -1.688183233245249326e+01 -2.190538476936705692e+01 -1.688183233245235826e+01 2.023315144512819188e+02
-1.954294793812755060e+00 2.624853257902961445e+02 -4.289379516270898307e+00 -3.835113421016010449e+01 -4.289379516271466741e+00 5.138623417380504321e+01 -1.283597204842511985e+01 -3.835113421016037449e+01 -1.283597204842498840e+01 1.973676460110625328e+02
-1.900752470694597518e+00 3.121117539636460378e+02 -1.538373080206534382e+01 -5.901973388136097753e+01 -1.538373080206581989e+01 1.206256864444172976e+02 -6.002816389932490893e+00 -5.901973388136117649e+01 -6.002816389932364771e+00 2.039818421714106478e+02
-1.847210147576439532e+00 3.680469168600177454e+02 -2.558568441240178970e+01 -8.146028828897463825e+01 -2.558568441240214497e+01 2.049159668105290564e+02 3.752620000599600658e+00 -8.146028828897479457e+01 3.752620000599740990e+00 2.218839016131567803e+02
