# z	Sxx	Sxy	Sxz	Syx	Syy	Syz	Szx	Szy	Szz
-3.903478733656070787e+00 -2.140828992412759817e+02 -7.979946963880612998e+01 -8.868680290806216249e+01 -7.979946963880686894e+01 3.223038320884192558e+02 1.323840099909927233e+02 -8.868680290806257460e+01 1.323840099909939738e+02 1.474448351231116305e+02
-3.853124569857024007e+00 -2.016255521087615534e+02 -8.545150661917374180e+01 -8.026425192600154901e+01 -8.545150661917449497e+01 3.193218141101386323e+02 1.293425175134483993e+02 -8.026425192600196112e+01 1.293425175134496214e+02 1.504726354641415753e+02
-3.802770406057977226e+00 -1.779519362514889735e+02 -9.560009134161057887e+01 -6.469538569837344255e+01 -9.560009134161137467e+01 3.138595907976726949e+02 1.235838917126004191e+02 -6.469538569837384046e+01 1.235838917126016554e+02 1.561908839993041056e+02
-3.752416242258930446e+00 -1.450634213725309394e+02 -1.083110450424170068e+02 -4.429298251858290314e+01 -1.083110450424178595e+02 3.071857051270546890e+02 1.157186990499620691e+02 -4.429298251858324420e+01 1.157186990499633197e+02 1.640393257577193253e+02
-3.701031039229941921e+00 -1.052844029218165076e+02 -1.214634599539106148e+02 -2.196630142940520969e+01 -1.214634599539115243e+02 3.012326265504572120e+02 1.065712022766921621e+02 -2.196630142940547614e+01 1.065712022766934126e+02 1.733638068362053275e+02
-3.650676875430895141e+00 -6.049383020434081004e+01 -1.331382571331734539e+02 -7.246524399557277007e-01 -1.331382571331744202e+02 2.987884644638384088e+02 9.707582893411316149e+01 -7.246524399559053364e-01 9.707582893411439784e+01 1.835290243997380060e+02
-3.600322711631848360e+00 -1.197816189505382312e+01 -1.420531745666744712e+02 1.678494455565276766e+01 -1.420531745666755228e+02 3.028869262356538457e+02 8.810834858583969265e+01 1.678494455565269305e+01 8.810834858584092899e+01 1.938991740763436269e+02
-3.549968547832801580e+00 3.939623469090977181e+01 -1.473560452914993846e+02 2.862077836547979715e+01 -1.473560452915004078e+02 3.161062624752776742e+02 8.030780661118386377e+01 2.862077836547982912e+01 8.030780661118507169e+01 2.037790300461852837e+02
-3.499614384033754799e+00 9.303977441398527048e+01 -1.486488528945392886e+02 3.367618353078040627e+01 -1.486488528945403118e+02 3.398995690034615791e+02 7.390752759416474760e+01 3.367618353078051285e+01 7.390752759416594131e+01 2.123472580210061267e+02
-3.449260220234708019e+00 1.479437527042341571e+02 -1.456047390279917408e+02 3.166593167090601568e+01 -1.456047390279927072e+02 3.737309057937376338e+02 6.863084179268530249e+01 3.166593167090617555e+01 6.863084179268648199e+01 2.187054365495847037e+02
-3.398906056435660794e+00 2.026876463316617105e+02 -1.379968856046233725e+02 2.298892921533886025e+01 -1.379968856046242536e+02 4.149210684715679918e+02 6.372037406180526631e+01 2.298892921533905565e+01 6.372037406180641028e+01 2.220309187938430000e+02
-3.348551892636614014e+00 2.551611011445905319e+02 -1.257288371627862915e+02 8.569129930359443037e+00 -1.257288371627871442e+02 4.586477195542959748e+02 5.811984748159517977e+01 8.569129930359641989e+00 5.811984748159632375e+01 2.217818212991367091e+02
-3.298197728837567233e+00 3.028838369475153627e+02 -1.089563986256260506e+02 -1.030011038441772797e+01 -1.089563986256267754e+02 4.986512101221900934e+02 5.075191919283609820e+01 -1.030011038441754323e+01 5.075191919283723507e+01 2.178607364065562138e+02
-3.247843565038520453e+00 3.431353855648256399e+02 -8.834382449901688972e+01 -3.208878770253854640e+01 -8.834382449901758605e+01 5.281266183199439865e+02 4.082131788276260664e+01 -3.208878770253838297e+01 4.082131788276374351e+01 2.106289500141225801e+02
-3.197489401239473672e+00 3.730385339229519559e+02 -6.514920258330808167e+01 -5.510744658366434123e+01 -6.514920258330869274e+01 5.410336855051064049e+02 2.800496592334020107e+01 -5.510744658366419912e+01 2.800496592334132018e+01 2.008104070154495275e+02
