# z	Sxx	Sxy	Sxz	Syx	Syy	Syz	Szx	Szy	Szz
-4.571549235461684013e+00 3.190380664805603601e+02 -1.870036624408238310e+02 1.172822713030944044e+02 -1.870036624408236889e+02 2.677718480870967142e+02 -2.017057538036262088e+01 1.172822713030941060e+02 -2.017057538036223718e+01 1.333115310123226038e+01
-4.518526483952313377e+00 3.103510398642534369e+02 -1.751279191129450510e+02 1.142319347099935669e+02 -1.751279191129449089e+02 2.627032293772641083e+02 -2.505574604786639981e+01 1.142319347099932827e+02 -2.505574604786604453e+01 1.432729005928417720e+01
-4.465503732442944518e+00 2.938278125476415994e+02 -1.528686245858793882e+02 1.081845118419579990e+02 -1.528686245858791892e+02 2.526229305459485204e+02 -3.443510451765827440e+01 1.081845118419577148e+02 -3.443510451765795466e+01 1.619536100098902764e+01
-4.412480980933573882e+00 2.709597130329005381e+02 -1.228629125197791012e+02 9.930241785704663471e+01 -1.228629125197789023e+02 2.377744959555387823e+02 -4.758577793733487482e+01 9.930241785704636470e+01 -4.758577793733461192e+01 1.871181527310988102e+01
-4.359458229424205022e+00 2.435668213160398921e+02 -8.832120973835287714e+01 8.792556467261171349e+01 -8.832120973835264977e+01 2.183195853764540004e+02 -6.357848847532059011e+01 8.792556467261147191e+01 -6.357848847532036984e+01 2.160300376366014774e+01
-4.306435477914834387e+00 2.134503374465392369e+02 -5.233387657376395907e+01 7.457725637694780119e+01 -5.233387657376373170e+01 1.946393109400094659e+02 -8.142604028528755578e+01 7.457725637694758802e+01 -8.142604028528737103e+01 2.459770805419174167e+01
-4.253412726405465527e+00 1.822136765070804643e+02 -1.744297594870452173e+01 5.989270237206199710e+01 -1.744297594870428014e+01 1.674105091932896698e+02 -1.002144650461760875e+02 5.989270237206183367e+01 -1.002144650461758886e+02 2.746773533019796076e+01
-4.200389974896094891e+00 1.511765255861818105e+02 1.455984305784617305e+01 4.449059021520595536e+01 1.455984305784638622e+01 1.378402033251069838e+02 -1.191786701801933219e+02 4.449059021520583457e+01 -1.191786701801931088e+02 3.004970225097691383e+01
-4.147367223386725144e+00 1.217726819726224505e+02 4.253268506240233648e+01 2.882748343680787428e+01 4.253268506240253544e+01 1.079880290474650906e+02 -1.377022048849574674e+02 2.882748343680779612e+01 -1.377022048849572968e+02 3.224501849249114827e+01
-4.094344471877355396e+00 9.560673301744357389e+01 6.580007399340261998e+01 1.312367105274363155e+01 6.580007399340274787e+01 8.056021114046640719e+01 -1.552457830835756170e+02 1.312367105274361556e+01 -1.552457830835753896e+02 3.400321168007521067e+01
-4.041321720367985648e+00 7.472352990236342407e+01 8.377626272887816583e+01 -2.599626146358170686e+00 8.377626272887823689e+01 5.853281185792516794e+01 -1.712431964708869714e+02 -2.599626146358152479e+00 -1.712431964708867440e+02 3.528380619730364742e+01
-3.988298968858615901e+00 6.146550376150266715e+01 9.596737899149006523e+01 -1.839460960893346453e+01 9.596737899149009365e+01 4.442644529224229188e+01 -1.850092195465117584e+02 -1.839460960893342900e+01 -1.850092195465115026e+02 3.603108253953136142e+01
-3.935276217349246153e+00 5.788414579409018756e+01 1.019736448436617877e+02 -3.420874201536666703e+01 1.019736448436617593e+02 3.927114898581868374e+01 -1.957352910787563474e+02 -3.420874201536663151e+01 -1.957352910787560631e+02 3.616310942454838084e+01
-3.882253465839876405e+00 6.508736294984132087e+01 1.017358233067987783e+02 -4.973347737807149116e+01 1.017358233067987214e+02 4.203761809907359748e+01 -2.025643712967865326e+02 -4.973347737807148405e+01 -2.025643712967862484e+02 3.557420709475009346e+01
-3.829230714330506657e+00 8.269983642935170565e+01 9.566032742667232469e+01 -6.433440116888473881e+01 9.566032742667225364e+01 4.960894933830775244e+01 -2.047539179423360736e+02 -6.433440116888478144e+01 -2.047539179423358178e+02 3.418561469445681666e+01
